"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"d18Of[26]",-2.96746673395728,0.0771545205496001,-3.11810409705041,-3.02011097831654,-2.96682007272726,-2.91586538367853,-2.81557802074263,1.00076359363132,9000
"d18Of[27]",-2.6893612014601,0.0770471019916929,-2.84146266187292,-2.74098787627017,-2.68867055122962,-2.63796755034558,-2.54063676802275,1.0007901189436,9000
"d18Of[28]",-2.89640593900671,0.0779684188863821,-3.05102014751116,-2.94893647390553,-2.89621942180491,-2.84351866977063,-2.74590649568805,1.00087359940171,9000
"d18Osw[1]",-0.430822215577931,0.0986267059103095,-0.625748396282749,-0.496713263684378,-0.430045983736918,-0.363850008173284,-0.236982785296389,1.00123931966505,6800
"d18Osw[2]",-0.430818764638468,0.0986277671058086,-0.625696485247173,-0.496580510334253,-0.430012557101234,-0.364011753832437,-0.236848199813327,1.00123663644404,6800
"d18Osw[3]",-0.430825961779298,0.0986348002407306,-0.625815054314512,-0.49650593728634,-0.430069881505551,-0.36384394592214,-0.236852834852393,1.00123763403411,6800
"d18Osw[4]",-0.430818428919016,0.0986383388631956,-0.625953745548686,-0.496473974398886,-0.430146695614428,-0.363821558839928,-0.237083022081704,1.00123663429126,6800
"d18Osw[5]",-0.430823548078346,0.098635714981517,-0.625873970038324,-0.496659014137335,-0.430212997782418,-0.363888345674207,-0.237162355241522,1.00124228376044,6700
"d18Osw[6]",-0.430821725496327,0.0986368431622436,-0.626119314805607,-0.496661995377346,-0.430204533793482,-0.363886230524446,-0.236695696899077,1.00123729985837,6800
"d18Osw[7]",-0.430821301707183,0.0986314607469451,-0.626227046617569,-0.49660089647922,-0.430190677776781,-0.363814047827787,-0.236990570803435,1.00124249335477,6700
"d18Osw[8]",-0.430840204834434,0.0986404703499662,-0.625789517293839,-0.49677135616029,-0.430064969520577,-0.364021982836477,-0.236973782946513,1.00123520254307,6800
"d18Osw[9]",-0.430836407234514,0.0986533670494011,-0.625660948426135,-0.496785993873944,-0.430206532879887,-0.363838867204377,-0.237261164235529,1.00123803019611,6800
"d18Osw[10]",-0.430830835228186,0.0986396255178753,-0.626255858225843,-0.496600934327692,-0.430159424327852,-0.363664460797735,-0.236988387358833,1.00123676784962,6800
"d18Osw[11]",-0.430831894169615,0.098625508224329,-0.626441892999829,-0.496700503817705,-0.430178405362978,-0.363841044055641,-0.236999991931151,1.00123486697061,6800
"d18Osw[12]",-0.43083627378763,0.0986237529016375,-0.625824680573296,-0.496786410161282,-0.43045354696186,-0.363768659096332,-0.236696828487213,1.00123207546491,6800
"d18Osw[13]",-0.430834508315661,0.0986264522591052,-0.625872763218345,-0.496723839086568,-0.430241477514463,-0.363850303647453,-0.236659960201307,1.00123656625614,6800
"d18Osw[14]",-0.430826522894925,0.098625754588491,-0.625908840629554,-0.496571521143676,-0.430096313914816,-0.36366693868126,-0.23697561023217,1.00124118809177,6700
"d18Osw[15]",-0.430821472367536,0.0986206636614651,-0.625723793651571,-0.49671301387747,-0.430286870785549,-0.363869964619439,-0.236986950655244,1.00123765517975,6800
"d18Osw[16]",-0.430820751620905,0.0986258417192279,-0.625683244242642,-0.496886958646953,-0.430201874996091,-0.363923035385451,-0.236804480107771,1.00123495269205,6800
"d18Osw[17]",-0.430823188264766,0.0986373202881922,-0.626084752071682,-0.496685974496823,-0.430381176927094,-0.363934833862574,-0.236500732284463,1.00123604786816,6800
"d18Osw[18]",-0.430826922706883,0.0986395167283365,-0.625498971225106,-0.496589269647838,-0.430408534097912,-0.363925762091958,-0.236560703733947,1.00123594242431,6800
"d18Osw[19]",-0.430819458555906,0.0986447291540951,-0.625417480917792,-0.496685336952682,-0.430179344434254,-0.363958965622232,-0.23700589180299,1.00124342980159,6700
"d18Osw[20]",-0.430830815801335,0.0986447662167225,-0.625433328969893,-0.496757799316419,-0.430149770443571,-0.363962297985201,-0.23652402077962,1.00123332207484,6800
"d18Osw[21]",-0.430833854793992,0.0986543931764647,-0.626191659159782,-0.496721419435032,-0.430252926504891,-0.363709134812078,-0.236609724210004,1.00123056103381,6800
"d18Osw[22]",-0.430840749215757,0.0986466473263859,-0.626145767628909,-0.496732088209041,-0.430334486712317,-0.363932115243835,-0.236643431964127,1.00123464206608,6800
"d18Osw[23]",-0.430822809182807,0.0986322284864772,-0.626063574877814,-0.496529638436184,-0.430198280115438,-0.363994220496232,-0.236900726846718,1.00124038106627,6700
"d18Osw[24]",-0.43083361417156,0.0986280461069408,-0.626175021692936,-0.496398444871863,-0.430237176088841,-0.363897513809213,-0.236605994428575,1.00124287783127,6700
"d18Osw[25]",-0.43081384263076,0.0986383425718592,-0.626051678831612,-0.496550396897555,-0.430044184120463,-0.363980010195213,-0.237175200993338,1.00124169757147,6700
"d18Osw[26]",-0.430816512917781,0.0986388830441302,-0.626214677095534,-0.496491944508961,-0.430326261843554,-0.363954589120884,-0.237001439778456,1.00124131459985,6700
"d18Osw[27]",-0.430816344163351,0.0986313395936144,-0.625489013009566,-0.496494376990819,-0.430182804356019,-0.363968020786294,-0.237057310796883,1.00123466400454,6800
"d18Osw[28]",-0.430826086318878,0.0986383000643502,-0.625661294471163,-0.496763719088982,-0.430215170101152,-0.36399396230904,-0.236820393344366,1.00123532318323,6800
"d18Osw.sc[1]",-0.612712021036611,0.20751123620358,-1.01922103186467,-0.75490944341844,-0.611117911505842,-0.474514841380802,-0.205586561093277,1.00867064000202,620
"d18Osw.sc[2]",-0.409870085531836,0.21987607966257,-0.8398190465221,-0.556979260152357,-0.407437560721852,-0.265045643233891,0.022267224255285,1.00970098387453,550
"d18Osw.sc[3]",-0.635171384153314,0.224033766549393,-1.07034688755804,-0.787415391945149,-0.636102157701802,-0.483379449723744,-0.191705575808818,1.00950406042209,560
"d18Osw.sc[4]",-0.820322581643412,0.221835122128845,-1.25219829872094,-0.970815203264104,-0.81873404902289,-0.671776482932769,-0.384549340685377,1.00801308941054,670
"d18Osw.sc[5]",-0.733063167666111,0.227450564202621,-1.18258089691374,-0.885198498968482,-0.733789915590156,-0.580097306538937,-0.285255471454151,1.00906481126912,590
"d18Osw.sc[6]",-0.475697914474933,0.21850854556334,-0.901290272558706,-0.621407618742831,-0.478425649445889,-0.327523523957216,-0.0465273833641522,1.00844296843953,640
"d18Osw.sc[7]",-0.85901198690302,0.216461774256131,-1.29077399209941,-1.00424402590198,-0.859779108197011,-0.712604800986815,-0.436369294122332,1.00869255402557,620
"d18Osw.sc[8]",-0.574521842131102,0.23174787169749,-1.03328706645717,-0.729649000275541,-0.574508653923078,-0.421680803830662,-0.115561265803919,1.00830931821735,650
"d18Osw.sc[9]",-0.380783481711246,0.233942952710179,-0.843590328537952,-0.53248281226634,-0.382948338275155,-0.225642310929647,0.0785335063149306,1.00863690127775,620
"d18Osw.sc[10]",-0.634990410698104,0.239838574041722,-1.10711362539623,-0.794301552721315,-0.636707189741243,-0.472292576814785,-0.1674761831212,1.00781944502414,690
"d18Osw.sc[11]",-1.04052314978385,0.246208665502675,-1.53162612466021,-1.20292089645416,-1.04256943440825,-0.872980574731667,-0.554298302019439,1.00801041471094,670
"d18Osw.sc[12]",-1.25917612923972,0.250654452201529,-1.75692507631127,-1.42985188751429,-1.25775922038899,-1.0913225015854,-0.769602137928584,1.00824611924692,650
"d18Osw.sc[13]",-0.738922901119611,0.255460009311947,-1.24579066035522,-0.907388068838621,-0.740705491645424,-0.563677466709181,-0.239817393577549,1.0074996177251,720
"d18Osw.sc[14]",-0.677007748739487,0.2411862315952,-1.15194415779224,-0.838667010744299,-0.675732850099735,-0.518291772464978,-0.20656545453475,1.00846125266301,630
"d18Osw.sc[15]",-0.826033981587524,0.240170136788554,-1.30161409036059,-0.988963262943944,-0.825217216726137,-0.663293121619599,-0.358959776963859,1.00811715405353,660
"d18Osw.sc[16]",-1.0669578803779,0.240874396364489,-1.54858543247532,-1.22753866098915,-1.0667239199053,-0.904365899982229,-0.59771495927386,1.0078532287259,690
"d18Osw.sc[17]",-1.5377294621618,0.247930726434889,-2.03387166589334,-1.70290823365865,-1.53776459883599,-1.37161987720836,-1.04426744937785,1.00776011450503,700
"d18Osw.sc[18]",-1.38093928164795,0.248606517636229,-1.88065570135632,-1.5437921774759,-1.37763762417963,-1.21539378290002,-0.895296659446056,1.00710629182949,760
"d18Osw.sc[19]",-1.640655024896,0.246685985524841,-2.12936008620324,-1.80776093491059,-1.63949084083289,-1.47242745438983,-1.16090054209468,1.00732190301068,740
"d18Osw.sc[20]",-1.56130632413616,0.238513968037337,-2.03548174653088,-1.71960527258982,-1.56274228060868,-1.39954141296056,-1.09911316151255,1.00763438858715,710
"d18Osw.sc[21]",-1.66815084934738,0.239996482335728,-2.14913654804911,-1.83052043096029,-1.66788702151312,-1.50553802598377,-1.19689334948212,1.00710618992222,760
"d18Osw.sc[22]",-1.38316001700127,0.239702806675915,-1.85710870774813,-1.54566605811187,-1.38090192636248,-1.22188276639079,-0.914894527860731,1.00809157661546,670
"d18Osw.sc[23]",-1.29444965255646,0.233020053625347,-1.75581155872106,-1.44698246434954,-1.29633574567588,-1.13544898076574,-0.828204446708818,1.00771369522164,700
"d18Osw.sc[24]",-1.29159238899996,0.239363558648323,-1.76238379500093,-1.45254758567042,-1.2914722025191,-1.13041942655122,-0.827513865478681,1.00769001757317,700
"d18Osw.sc[25]",-0.787978264400521,0.225314691895808,-1.23414899568441,-0.939413067067044,-0.788942530270771,-0.636438236002817,-0.344469918269093,1.00840431771683,640
"d18Osw.sc[26]",-1.11040911129705,0.226896956388089,-1.55713625254264,-1.26297661570701,-1.11298655335401,-0.959918771489713,-0.662312009247965,1.00836262699552,640
"d18Osw.sc[27]",-0.767217613203859,0.223110860807305,-1.20868378637607,-0.914642605662059,-0.769609098705947,-0.615963025461536,-0.330520186147029,1.00796181750188,680
"d18Osw.sc[28]",-0.989177541980637,0.226908491576653,-1.43862675183154,-1.14181369549731,-0.990049304831457,-0.833226021702287,-0.542169861027077,1.00745751039584,730
"deviance",-86.9332223048284,13.527681441028,-112.073372935795,-96.2888053659959,-87.5421673712575,-78.1991506930745,-58.7821192863376,1.00162809231613,4400
"mgcaf[1]",4.81049348491783,0.0596998662394932,4.69434135867738,4.76941679195719,4.81039192393598,4.84982306230436,4.92920580432556,1.00127845948066,6400
"mgcaf[2]",4.89820892767934,0.057243866966145,4.78618674022534,4.85970521975626,4.89813582136321,4.93678205190309,5.00970267590323,1.001594977532,4600
"mgcaf[3]",4.87021465853981,0.0600154956621217,4.75404229820359,4.82968175381139,4.86989143615262,4.91006075784135,4.99036671689086,1.00114535621926,7700
"mgcaf[4]",4.53296922722418,0.0548444383192661,4.42672366556107,4.49622983202595,4.53245774734413,4.56981921275184,4.63902910171621,1.0009602273879,9000
"mgcaf[5]",4.75599773533526,0.0702563137467136,4.62033164158742,4.70879178336753,4.75490606275487,4.8035670861166,4.89538977707857,1.00085130722952,9000
"mgcaf[6]",4.31781781633471,0.057435842981403,4.20418239466291,4.27923849590035,4.31818748151895,4.35586444143792,4.43068607605179,1.00130373713432,6200
"mgcaf[7]",4.12178558520361,0.0529061052652332,4.01729725676086,4.08627207010031,4.12194764293853,4.156712887848,4.22644355819103,1.00137289034824,5700
"mgcaf[8]",5.39524477340471,0.0765635717817074,5.24666093647304,5.34218643524502,5.39551903839734,5.44762115418419,5.54468717400775,1.00226856219363,2800
"mgcaf[9]",6.01755427855329,0.0850262021375245,5.85377532708199,5.96003719784686,6.01639586980233,6.07544279249534,6.1827057049876,1.00098725920641,9000
"mgcaf[10]",6.22240891905753,0.0876321379964125,6.05150597360417,6.16222083330882,6.22264860657721,6.28169620369135,6.39254610934942,1.00125750347024,6600
"mgcaf[11]",5.97007648175271,0.080346964395379,5.81161793173882,5.91613803060808,5.97078821403848,6.0244269327822,6.1272544633138,1.00090843108147,9000
"mgcaf[12]",6.18308435567994,0.0865051251280174,6.01330637095877,6.12615821299338,6.1829000628358,6.24065457628531,6.35120050435209,1.00171449577028,4100
"mgcaf[13]",6.30572565764001,0.224764808944174,5.87144558233676,6.15014973941943,6.30176926897276,6.45660030750784,6.74942445554547,1.00081424384479,9000
"mgcaf[14]",6.31096843068345,0.0900020126548531,6.13571843696553,6.248961608571,6.31117770671808,6.37165799694592,6.48992968906813,1.00090697974564,9000
"mgcaf[15]",5.84502062960454,0.08008770091909,5.68777815362216,5.79162347888644,5.84386952872908,5.89885079908624,6.00230875316593,1.00107091397741,8700
"mgcaf[16]",5.48026378423041,0.0743671918550576,5.33374968298651,5.42990199060105,5.48097414435281,5.53001074235228,5.62545925447845,1.00084129573722,9000
"mgcaf[17]",5.64931161404531,0.121428494960451,5.41085673751056,5.56568824052347,5.64893580905409,5.73077946068485,5.88846057507438,1.0007219250411,9000
"mgcaf[18]",5.72719483047524,0.0815735179362856,5.57018267083186,5.67211472167372,5.72748288265677,5.7824638816995,5.89102554803583,1.00154927680887,4800
"mgcaf[19]",5.08996936463644,0.0688273253143164,4.95464537513993,5.04292222105689,5.09058912267771,5.13615004004816,5.22241359565909,1.00098685316656,9000
"mgcaf[20]",4.61568283059846,0.0588346749246437,4.4999716211342,4.57633265215442,4.61500704905417,4.6553143388298,4.73246965085945,1.00076221024341,9000
"mgcaf[21]",4.64200856843029,0.0603511532878598,4.52310680241823,4.6011070969156,4.64198045805035,4.68311219237116,4.75697135583195,1.00129376645185,6300
"mgcaf[22]",4.96256874405453,0.0700942309715995,4.82675151659389,4.91550721790743,4.9624833382383,5.00968523243698,5.10043689803685,1.0009997151307,9000
"mgcaf[23]",4.42878641819748,0.0599196182179944,4.31293677219303,4.38777122398069,4.4293880812372,4.4691115676694,4.54573262210046,1.0011965996933,7200
"mgcaf[24]",4.8821481914282,0.0715460466541942,4.74431728080388,4.83375438420738,4.88181434226851,4.92963043938257,5.0251556014726,1.0010018354103,9000
"mgcaf[25]",4.471548253112,0.063057452704215,4.34890545875342,4.42883583263765,4.47229770349309,4.5140863356618,4.5976005501656,1.00076306373209,9000
"mgcaf[26]",4.13903964870031,0.0585434539660234,4.02458182978772,4.09913948114079,4.13897105849731,4.17824388892137,4.25326699263794,1.00120212899677,7100
"mgcaf[27]",4.23198303346095,0.0611716664598234,4.11410437382675,4.19023919206043,4.2322358354831,4.2730010854928,4.35006918599795,1.00106374510701,8800
"mgcaf[28]",4.23348119492474,0.0615271755230467,4.11462137297007,4.19116257712747,4.23361054401903,4.27487053364711,4.3558432112795,1.00129790188398,6300
"sal[1]",34.6761091093617,0.365950122691632,33.9540703328299,34.4288484205254,34.6783582176678,34.9229898432594,35.394273603816,1.00726601497072,750
"sal[2]",35.0386890233518,0.392918887381687,34.2505836491105,34.7787824636539,35.0390370821652,35.2990132005304,35.8143492768482,1.00816786362867,660
"sal[3]",34.6353893478562,0.39984304062656,33.8406893192808,34.3637955018917,34.6373603353119,34.9026135667241,35.4430702249549,1.00791738833516,680
"sal[4]",34.3033520767093,0.39554876774026,33.5278663323996,34.0348063118827,34.307119067871,34.5649174984377,35.089301405835,1.00653447173574,840
"sal[5]",34.4597372931609,0.406635527630917,33.6578388879073,34.191839973179,34.4597092914989,34.7275920346856,35.2651057652001,1.00753563885744,720
"sal[6]",34.9205238568507,0.392489302937682,34.13309562667,34.6626972831894,34.9228579372289,35.1829143698362,35.6924677445919,1.00695665067722,780
"sal[7]",34.2341890685854,0.38715934745679,33.462663666639,33.9749297383433,34.233144475328,34.49489752603,34.9993105590638,1.00696198619141,780
"sal[8]",34.743850006426,0.414634551468952,33.9247440486052,34.4697146150859,34.7457658958175,35.0191803221626,35.5669911008465,1.00687465784033,790
"sal[9]",35.0913778729683,0.419412136050184,34.2675906802483,34.8091534606075,35.0915460723056,35.3696261535524,35.9180771797961,1.00727017623525,750
"sal[10]",34.6356490594128,0.427566828710936,33.7942038033135,34.3536302188534,34.6330688872373,34.9227328954058,35.4700954770603,1.00644486962214,850
"sal[11]",33.9086060840285,0.436457903658293,33.0390505462201,33.6220725657177,33.9062311728003,34.2001683506576,34.7637361046053,1.00653807653141,830
"sal[12]",33.5170162659072,0.44543032224016,32.6274997363887,33.2226340308751,33.5219827367978,33.8123594833288,34.3933155367766,1.00681977489692,800
"sal[13]",34.4492751915483,0.455158674685661,33.5444507547193,34.1509965545145,34.4539798931852,34.7530480012531,35.3395419684149,1.00629875367244,870
"sal[14]",34.5601526519603,0.431126481036773,33.7020700328769,34.2767859980355,34.5603358977029,34.8471286275454,35.4045421718417,1.00694472319719,780
"sal[15]",34.2932201293167,0.428016539235015,33.4379633872894,34.0058093354928,34.2928826727684,34.5814354802456,35.1421606293843,1.00689827536495,790
"sal[16]",33.8608786682507,0.430172841268463,33.0148186985496,33.5721799716806,33.8670508509259,34.1480512957514,34.7078892524251,1.00633074398919,860
"sal[17]",33.0174322501147,0.44102460229507,32.1465630843648,32.7200514472556,33.024234293441,33.3114247377277,33.8790342209137,1.00618164113538,890
"sal[18]",33.2979420684949,0.445116660245411,32.4027904490811,32.9995462093201,33.3083527204456,33.5939117729573,34.1643446496245,1.00562360666406,980
"sal[19]",32.832819386329,0.442636666319769,31.9362424334397,32.5417991028724,32.8383393754456,33.1302331305385,33.6985347559121,1.00575396509561,960
"sal[20]",32.9743676672397,0.430827089695019,32.1180965183049,32.6866367005286,32.9770947042177,33.2649351834004,33.8182564108748,1.00585835512571,940
"sal[21]",32.7834411581774,0.430799267515235,31.9226747705907,32.4972322492015,32.7910183318472,33.0735484332494,33.6279429295017,1.00541914669984,1000
"sal[22]",33.29437193985,0.42941237641646,32.4462169758602,33.001603780219,33.3018298424897,33.5808460601623,34.1294744607123,1.00647101075236,840
"sal[23]",33.4528061908737,0.417801974710184,32.6147804466255,33.1767705322217,33.457344297177,33.7307356755864,34.2782348527867,1.00595758217318,920
"sal[24]",33.4585644629184,0.428025622840571,32.6138119184279,33.1748348849945,33.4617513029841,33.7498966884704,34.2894882900941,1.00617051187955,890
"sal[25]",34.361084960261,0.402760265277586,33.56900224286,34.0894136448967,34.3665437556576,34.6299487192712,35.1492188265128,1.00689351627796,790
"sal[26]",33.783078144362,0.405044204782442,32.9882192332011,33.5121438917214,33.7835859503986,34.0524372368743,34.5805675419447,1.00659461031771,830
"sal[27]",34.3983147091307,0.397920491358445,33.611719258876,34.1334257454498,34.3989075008877,34.6643846151409,35.1835734327534,1.00634712677101,860
"sal[28]",34.0005872128664,0.405244302330653,33.2005355413704,33.7296857987317,34.002197293602,34.2752405577325,34.7877276938597,1.00585066678434,940
"tempC[1]",37.2698520206225,1.0527484522784,35.2760860286374,36.5473334973446,37.2534277055666,37.9792039902275,39.3636987090729,1.01648609423603,330
"tempC[2]",37.300317098962,1.05314365904236,35.3278059049371,36.5791708471637,37.2768279877257,38.0077774832611,39.4045780969505,1.01673493201959,330
"tempC[3]",37.4398659049799,1.05200581983368,35.4731632999523,36.7114910940194,37.4159541457249,38.1396881785999,39.5675492790955,1.0166045821855,330
"tempC[4]",36.7379672265037,1.05946020661603,34.7233705158936,36.0076975729573,36.7126487259874,37.454466279675,38.8617640717319,1.01685885129578,320
"tempC[5]",37.24141885867,1.06297569230778,35.2341352764657,36.5185259111491,37.2161889709745,37.9450587100804,39.3796392664884,1.01656811473147,330
"tempC[6]",35.8246345863935,1.02244249241543,33.8888589564065,35.1212556805916,35.8059721274773,36.5120888952992,37.8926750477618,1.01534330107073,350
"tempC[7]",35.6133282996456,1.02844891892196,33.671741634648,34.9053782629589,35.5939869618602,36.3041469883233,37.6757146427897,1.01549803811692,350
"tempC[8]",38.6324791022069,1.09624131324885,36.5691029611042,37.8818615788152,38.6065170536209,39.3639642601096,40.8467247954387,1.01656602015505,330
"tempC[9]",39.7806637112477,1.11369498484332,37.6759324085387,39.0231582422072,39.7526243492568,40.5373755666944,42.0300937892165,1.01746947560726,310
"tempC[10]",40.4270583438437,1.137598208223,38.2903211903195,39.6493251857472,40.4055893830509,41.1941650915944,42.6705642378057,1.01740506789758,310
"tempC[11]",40.2935656199212,1.14706889382683,38.1146052404512,39.5074410447886,40.2702647249807,41.0664799475235,42.6005797713968,1.01812118775029,300
"tempC[12]",40.9148836868758,1.15758610435678,38.7114092883709,40.117656659389,40.8862665910402,41.69406588006,43.2411499667513,1.01867624626203,290
"tempC[13]",40.678748942458,1.20085292923027,38.4147170004171,39.8481802180181,40.6512508103943,41.4797725000785,43.0561726390072,1.0161760526206,330
"tempC[14]",40.6381848197473,1.14201591474911,38.5096043361581,39.8563886175434,40.6165860463133,41.404119165137,42.9539130732261,1.01751301236903,310
"tempC[15]",39.8404212468365,1.12700632330881,37.7177053857687,39.0637885509886,39.8206557995569,40.6014778546792,42.0858096518679,1.01744761866707,310
"tempC[16]",39.2741502267142,1.12625094624988,37.1549218873253,38.4910466223253,39.245913139732,40.0279906928656,41.5280597962594,1.01724022591808,320
"tempC[17]",40.0570138252519,1.14936297110157,37.8671312544365,39.2522721225503,40.0371636889808,40.8237332130904,42.3396210576093,1.01706121878352,320
"tempC[18]",40.0886015681452,1.1391785979189,37.9324500756375,39.3039657482658,40.0625648335959,40.8546287962628,42.3688832675298,1.0172580824718,320
"tempC[19]",38.8768381208844,1.11984504967117,36.750942650859,38.1141653411353,38.8555532560432,39.6267307160982,41.0903149892402,1.01699395609402,320
"tempC[20]",37.6172177018279,1.09566338667777,35.55462199999,36.8607996343793,37.5939942001216,38.3618754145458,39.8353321451658,1.0166621686509,330
"tempC[21]",37.7779356762382,1.09509173931753,35.702111971509,37.0260672736804,37.7536757473897,38.5210225085099,39.9804339939451,1.01655326717467,330
"tempC[22]",38.3434420550062,1.09309535143835,36.2620183566684,37.6021970252476,38.3170617300416,39.0713299412182,40.5191090163347,1.01636584197974,330
"tempC[23]",36.8800009817752,1.07226573247288,34.8414174340964,36.1485977697644,36.851717605015,37.6041000434121,39.0068590817737,1.01619172179381,340
"tempC[24]",38.0637681796696,1.09207778773863,35.9821534450846,37.315929679566,38.0390561869516,38.7986440513989,40.2492531067355,1.016758401775,320
"tempC[25]",36.5406922951677,1.05384204896193,34.54807831231,35.8162644652248,36.5118245194302,37.2492357844152,38.6613783404914,1.01589584417212,340
"tempC[26]",35.8908732662872,1.04171704378773,33.9302795053764,35.1640773122044,35.8609610060411,36.5922245500614,38.0188370755178,1.01603134747358,340
"tempC[27]",35.8502727156733,1.0297912203353,33.8934294272772,35.1628506966924,35.8288132939573,36.5393802219649,37.9165715194102,1.01570873732926,350
"tempC[28]",36.0566633031146,1.03903680578585,34.0784506682915,35.3329775857505,36.0321013054427,36.7511648922566,38.1533373580031,1.01572862742478,350
"xca[1]",20.7633974212258,0.968324168821441,18.8736393358245,20.1210393908964,20.7616562585305,21.4115393568189,22.6760361056446,1.00261022582749,2400
"xca[2]",20.7633712179501,0.968258687468493,18.8692771698551,20.1197767113533,20.7616264745073,21.4109185597189,22.6779449686135,1.00260776915212,2400
"xca[3]",20.7632752587046,0.968169124408984,18.8696069015534,20.1201152487987,20.7617591992038,21.4109501380505,22.682744208843,1.00260871767416,2400
"xca[4]",20.7636366637972,0.968218505429928,18.8681775592025,20.1210033956368,20.7621312979286,21.4123124501207,22.6759778480637,1.00260940582624,2400
"xca[5]",20.7631459555657,0.968445560594456,18.8706545362799,20.1198585587912,20.7606711220811,21.4121961747041,22.6782075558456,1.0026237673368,2400
"xca[6]",20.7632902897222,0.968463913264459,18.871482785256,20.1197773276263,20.7621044984856,21.4141393642344,22.6746299793243,1.0026329695912,2300
"xca[7]",20.7635055536322,0.968337175147547,18.869638113911,20.1191871819192,20.76019644032,21.4134872708499,22.6740047101306,1.00263136239585,2400
