"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"xca[8]",20.7634106031956,0.968371568284523,18.8716984379895,20.1176657741007,20.7605856618819,21.4140814501657,22.6789176372024,1.00260076593583,2400
"xca[9]",20.7630348483647,0.968493318258153,18.8686733917817,20.1198153533254,20.7597409502321,21.4109666909996,22.6799886778954,1.00260620735638,2400
"xca[10]",20.7632450873871,0.968554239905756,18.8721591079959,20.1194828163102,20.7598030001197,21.4141745632133,22.6828263085075,1.002616115551,2400
"xca[11]",20.7633523504666,0.968545311454849,18.867949423302,20.1194923916173,20.7623033375192,21.4108771946162,22.6821865509763,1.00261056410953,2400
"xca[12]",20.7631082803202,0.968268608494478,18.8620060709841,20.1222592129249,20.7632338885038,21.4112930737634,22.6813597391509,1.00260380658418,2400
"xca[13]",20.7630899498554,0.96849021338711,18.8694954059307,20.1201595694206,20.7587337921926,21.411578809099,22.6813728925597,1.00262712796938,2400
"xca[14]",20.7631264894171,0.968563438245185,18.868463076382,20.120386397963,20.7613601450054,21.4119152627341,22.6840262609101,1.00260065295947,2400
"xca[15]",20.7630282901102,0.968482954637673,18.8671252864636,20.119507399803,20.7609431697212,21.4117617208708,22.6749409543514,1.0026152119541,2400
"xca[16]",20.763488382796,0.96818080821554,18.8642604074313,20.1190620851381,20.7618407832159,21.4127720968735,22.6773893139906,1.00260373045184,2400
"xca[17]",20.7632321054001,0.968307044907439,18.8682412400719,20.1194716701432,20.7632607946069,21.4083188798005,22.6806846166092,1.00261231092165,2400
"xca[18]",20.7631004552964,0.968238439852706,18.8696894532784,20.1182856025612,20.7627789146025,21.4124877830833,22.6826379274751,1.00260885016345,2400
"xca[19]",20.7632791426171,0.968203975025961,18.8704548211119,20.1197353932417,20.761876333862,21.4117724345535,22.6786536502324,1.00263398263523,2300
"xca[20]",20.7636547956457,0.968229515897728,18.8699923198685,20.1216564893863,20.7623118226709,21.4114566002445,22.6823736208789,1.00261547535582,2400
"xca[21]",20.7635554098011,0.968287046602326,18.8726734357912,20.1197645242942,20.7611728732585,21.4114654760585,22.6804188213861,1.00261429757863,2400
"xca[22]",20.7632774911242,0.968288691359537,18.8674030627789,20.1213398977252,20.764666173791,21.41023222457,22.6853127993462,1.00261187646654,2400
"xca[23]",20.7635674766603,0.968324823270875,18.8672796384586,20.1225444021098,20.7632190865294,21.4110979831776,22.6803074267756,1.00261263098591,2400
"xca[24]",20.7632085771308,0.968226544500052,18.8731495623494,20.1221248671723,20.7610288178687,21.4122581360692,22.6786113542724,1.0025991266345,2400
"xca[25]",20.7633522430772,0.968332826255154,18.8683786579774,20.1209363460984,20.7642746813541,21.4125201466596,22.6858575964257,1.00260849352591,2400
"xca[26]",20.7635238319256,0.968576754402599,18.8698436713377,20.1190891304618,20.7647293495919,21.4122563650262,22.6811173230863,1.00261349639941,2400
"xca[27]",20.7634322802035,0.968397837669125,18.8647714366287,20.1224719061479,20.7617975372416,21.4127350321564,22.6810932016803,1.00262409729504,2400
"xca[28]",20.763510911628,0.968209925137839,18.8743770079374,20.121060230016,20.762938360459,21.4130420832549,22.6744717696744,1.00262543759973,2400
"xmg[1]",52.0883398182416,1.00013352815153,50.0994687518792,51.4273705926198,52.0815403371135,52.7565883232063,54.0545556709282,1.00130305423784,6200
"xmg[2]",52.088336277535,1.0000792186821,50.1009991022272,51.4263930238884,52.0813825131162,52.7564057689448,54.0562807086294,1.00130030995263,6200
"xmg[3]",52.088411648316,1.0002750199842,50.0960080277267,51.4254603742754,52.082261225948,52.7548550725561,54.0514485220687,1.00130141564236,6200
"xmg[4]",52.0884383735406,1.00032757870386,50.0958200820273,51.4253973220705,52.0822272107338,52.7559241855045,54.0549681434867,1.00130190700122,6200
"xmg[5]",52.0882258632328,1.00022348675133,50.1045954865398,51.4276001110871,52.083253050064,52.7545291697875,54.0546152256607,1.0013008798998,6200
"xmg[6]",52.0881838931454,1.00016520604578,50.0970908978076,51.4264417528798,52.080757400034,52.7539810253846,54.0499432433402,1.00130999678733,6200
"xmg[7]",52.0882246666361,1.00013277860408,50.0994388057624,51.4277898503254,52.0809915954845,52.7542012800094,54.0489296964207,1.00130940586294,6200
"xmg[8]",52.0883276483801,1.00013494271976,50.1019332952594,51.4258962687396,52.0815459607214,52.754951514483,54.0537489613786,1.00130513198271,6200
"xmg[9]",52.0885330006272,1.00023420540837,50.1035918887125,51.4275645811379,52.0801447341232,52.7574185630204,54.0542954393535,1.00130588243733,6200
"xmg[10]",52.0881746482293,1.00014321759878,50.1037723520889,51.4265819708965,52.0790806524747,52.7561546483056,54.0606073418998,1.00130703611176,6200
"xmg[11]",52.0882401699989,1.00012617125502,50.1030439198889,51.4250039246548,52.0810437601484,52.7575091723039,54.0598648475665,1.00130334372305,6200
"xmg[12]",52.0884022896715,1.00003494218506,50.1052642949241,51.4276904263934,52.0809404487439,52.7581125676222,54.055047783369,1.00130566491207,6200
"xmg[13]",52.0882901443841,1.00013529343553,50.0985282062598,51.4258270213837,52.0834580755283,52.7548157876555,54.0581881070636,1.00130810689217,6200
"xmg[14]",52.0883037772266,1.00006479989859,50.1058784334511,51.4277236848149,52.0825960186042,52.7566661398456,54.0567503872947,1.00130810473495,6200
"xmg[15]",52.0885171843632,1.00014086678574,50.1008584107764,51.4262500716149,52.0858152978491,52.7561859919634,54.0525957409623,1.00130355201084,6200
"xmg[16]",52.088291505182,1.00015002331322,50.1006443784683,51.4268685920628,52.0825815457916,52.7565410833648,54.0555195355584,1.00130500512134,6200
"xmg[17]",52.0884076482422,1.00016961628387,50.1050509451019,51.4289940264417,52.0825872061872,52.7574443667359,54.0516380665945,1.00130033981336,6200
"xmg[18]",52.0884262573662,1.00019729463093,50.1036242091427,51.4273686937077,52.083030498734,52.7589246411001,54.0577421628421,1.0012984237685,6300
"xmg[19]",52.0882572999864,1.0001941694818,50.1038717536531,51.4259563872552,52.0834051131311,52.7551992371172,54.0557916569043,1.00130448681339,6200
"xmg[20]",52.0882109038841,1.00011057518003,50.1028530494054,51.4292985053655,52.0827203033288,52.7572639461956,54.0589091290304,1.00130723904388,6200
"xmg[21]",52.0882005170831,1.00021472685407,50.1014359320515,51.4279258392835,52.0834665531085,52.7572341501535,54.0569616234484,1.00130505025081,6200
"xmg[22]",52.0883226620571,1.00012466063334,50.1023888101292,51.4252434472413,52.0838342421494,52.7558787853222,54.0577879915422,1.00130124833229,6200
"xmg[23]",52.0882575216192,1.00007369527931,50.1022217414423,51.4286952635875,52.0810667499696,52.7550185869077,54.0589181176393,1.00130458087003,6200
"xmg[24]",52.0883802755751,1.00029780872376,50.1066370432977,51.4259884699512,52.0833262144312,52.754896137427,54.0546268054867,1.00129353570257,6300
"xmg[25]",52.0883225113281,1.00023799034105,50.0980688370917,51.4256467064914,52.0803808754001,52.7558518325051,54.0564876568421,1.00130401854069,6200
"xmg[26]",52.0884358543056,1.00011690059496,50.1021931806641,51.4279477558182,52.0812525850198,52.7567445434826,54.053225942245,1.00130545002847,6200
"xmg[27]",52.0883021289904,1.00027600077015,50.101266743451,51.4270654580346,52.082611443116,52.7550581624185,54.0465083131894,1.00131369269504,6100
"xmg[28]",52.088324452408,1.00019491074196,50.1005857878868,51.4272806878653,52.0814169842745,52.7563763074358,54.0613062291765,1.00130280054908,6200
